TITOLO,ISSN
EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,2036-4091
EUROPEAN JOURNAL OF PUBLIC HEALTH,1101-1262
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,0046-2772
EUROPEAN JOURNAL OF SOCIAL SCIENCES,1450-2267
EUROPEAN JOURNAL OF SOCIAL SECURITY,1388-2627
EUROPEAN JOURNAL OF SOCIAL THEORY,1368-4310
EUROPEAN JOURNAL OF SOCIAL WORK,1369-1457
EUROPEAN JOURNAL OF SPATIAL DEVELOPMENT,1650-9544
EUROPEAN JOURNAL OF WOMEN'S STUDIES,1350-5068
EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,0928-1371
EUROPEAN LAW JOURNAL,1351-5993
EUROPEAN PAPERS ON THE NEW WELFARE,1970-8947
EUROPEAN POLITICAL ECONOMY REVIEW,1742-5697
EUROPEAN POLITICAL SCIENCE,1680-4333
EUROPEAN POLITICAL SCIENCE,1682-0983
EUROPEAN POLITICAL SCIENCE REVIEW,1755-7739
EUROPEAN POLITICS AND SOCIETY,2374-5118
EUROPEAN POLITICS AND SOCIETY,2374-5126
EUROPEAN PUBLIC LAW,1354-3725
EUROPEAN REVIEW,1062-7987
EUROPEAN REVIEW OF HISTORY,1350-7486
EUROPEAN REVIEW OF HISTORY,1469-8293
EUROPEAN REVIEW OF NATIVE AMERICAN STUDIES,0238-1486
EUROPEAN SECURITY,0966-2839
EUROPEAN SECURITY,1746-1545
EUROPEAN SOCIETIES,1461-6696
EUROPEAN SOCIOLOGICAL REVIEW,0266-7215
EUROPEAN SPATIAL RESEARCH AND POLICY,1231-1952
EUROPEAN STUDIES ON INEQUALITIES AND SOCIAL COHESION,1734-6878
EUROPEAN UNION POLITICS,1465-1165
EUROPEAN URBAN AND REGIONAL STUDIES,0969-7764
EUROPEAN VIEW,1781-6858
EUROPE-ASIA STUDIES,0966-8136
EUROPE-ASIA STUDIES,1465-3427
EVALUATION,1356-3890
EVALUATION AND PROGRAM PLANNING,0149-7189
EVIDENCE & POLICY,1744-2648
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,1741-427X
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,1741-4288
EX AEQUO,0874-5560
FAIRE SAVOIRS,1629-0771
FAMIGLIA INTERDISCIPLINARITÀ RICERCA,1127-3135
FAMILIA,1592-9930
FAMILY AND CONSUMER SCIENCES RESEARCH JOURNAL,1552-3934
FAMILY BUSINESS REVIEW,0894-4865
FAMILY RELATIONS,0197-6664
FAMILY RELATIONS,1741-3729
FASHION THEORY,1362-704X
FATA MORGANA,1970-5786
FEDERALISMI.IT,1826-3534
FEMINISMO/S,1696-8166
FEMINIST LEGAL STUDIES,0966-3622
FEMINIST REVIEW,0141-7789
FEMINIST THEORY,1464-7001
FÊNIX,1807-6971
FENOMENOLOGIA E SOCIETÀ,0394-2759
FIBRECULTURE JOURNAL,1449-1443
FIELD METHODS,1525-822X
FIELDWORK IN RELIGION,1743-0615
FILOLOGIA E CRITICA,0391-2493
FILOSOFIA,0015-1823
FILOSOFIA DEI DIRITTI UMANI,1129-972X
FILOSOFIA E QUESTIONI PUBBLICHE,1591-0660
FILOSOFIA E TEOLOGIA,1824-4963
FILOSOFIA OGGI,0392-9744
FILOSOFIA POLITICA,0394-7297
FILOSOFSKIE NAUKI,0235-1188
FILOZOFSKI VESTNIK,0353-4510
FINANZA MARKETING E PRODUZIONE,1593-2230
FIRST MONDAY,1396-0466
FOCAAL,0920-1297
FOGLI DI LAVORO PER IL DIRITTO INTERNAZIONALE,1973-3585
FOLIUM,1592-9353
FOOD CONTROL,0956-7135
FOOD POLICY,0306-9192
FOREIGN AFFAIRS,0015-7120
FOREIGN POLICY ANALYSIS,1743-8586
FOREIGN POLICY ANALYSIS,1743-8594
FORMATION EMPLOI,0759-6340
FORMAZIONE & INSEGNAMENTO,1973-4778
FORMAZIONE E SOCIETÀ,.
FORME DI VITA,1973-3607
FORO INTERNACIONAL,0185-013X
FORSCHENDE KOMPLEMENTÄRMEDIZIN,1661-4119
FORUM,0988-6486
FORUM 21-EUROPEAN JOURNAL ON CHILD AND YOUTH RESEARCH,1866-7260
FORUM ITALICUM,0014-5858
FORUM ON CRIME AND SOCIETY,1020-9212
FORUM: QUALITATIVE SOCIAL RESEARCH,1438-5627
FOUNDATIONS OF SCIENCE,1233-1821
FREIE ASSOZIATION,1434-7849
FRENCH POLITICS,1476-3419
FRONTIERS OF HISTORY IN CHINA,1673-3401
FUNZIONE PUBBLICA,0394-5251
FUORIVISTA,.
FUTURES,0016-3287
FUTURIBILI,1971-0720
G.A.M.E.,2280-7705
GALATASARAY ÜNIVERSITESI HUKUK FAKÜLTESI DERGISI,1303-6556
GAMES AND CULTURE,1555-4120
GAMES AND CULTURE,1555-4139
GASTRONOMIC SCIENCES,1973-610X
GAZETO INTERNACIA DE ANTROPOLOGIO,1886-9599
GAZETTE,0016-5492
GENDER & HISTORY,0953-5233
GENDER & HISTORY,1468-0424
GENDER & SOCIETY,0891-2432
GENDER IN MANAGEMENT,1754-2413
GENDER WORK AND ORGANIZATION,0968-6673
GENESIS,1167-5101
GENESIS,1526-954X
GENESIS,1594-9281
GENUS,0016-6987
GEO POLITICA,1583-543X
GÉOGRAPHIE ET CULTURES,1165-0354
GEOGRAPHY,0016-7487
GEOGRAPHY COMPASS,1749-8198
GEOJOURNAL,0343-2521
GEOPOLITICA,.
GEOPOLITICAL AFFAIRS,1753-5417
GEOPOLITICS,1465-0045
GEOTEMA,1126-7798
GERIATRIA,1122-5807
GERMAN LAW JOURNAL,2071-8322
GERMAN POLITICS,0964-4008
GERONTOLOGY,0304-324X
GERONTOLOGY,1423-0003
GESCHICHTE UND GESELLSCHAFT,0340-613X
GESCHICHTE UND REGION/STORIA E REGIONE,1121-0303
GESTIÓN Y ANÁLISIS DE POLÍTICAS PÚBLICAS,1134-6035
GHANA STUDIES,1536-5514
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089
GIORNALE CRITICO DI STORIA DELLE IDEE,2035-732X
GIORNALE CRITICO DI STORIA DELLE IDEE,2240-7995
GIORNALE DEGLI ECONOMISTI E ANNALI DI ECONOMIA,0017-0097
GIORNALE DI DIRITTO AMMINISTRATIVO,1591-559X
GIORNALE DI DIRITTO DEL LAVORO E DI RELAZIONI INDUSTRIALI,1720-4321
GIORNALE DI FILOSOFIA,1827-5834
GIORNALE DI GERONTOLOGIA,0017-0305
GIORNALE DI METAFISICA,0017-0372
GIORNALE DI STORIA CONTEMPORANEA,2037-7975
GIORNALE DI STORIA COSTITUZIONALE,1593-0793
GIORNALE ITALIANO DELLA RICERCA EDUCATIVA,2038-9744
GIORNALE ITALIANO DI PSICOLOGIA,0390-5349
GIORNALE ITALIANO DI PSICOPATOLOGIA,1592-1107
GIORNALE STORICO DEL CENTRO STUDI DI PSICOLOGIA E LETTERATURA,1828-4353
GIURISPRUDENZA ITALIANA,1125-3029
GIUSTIZIA CIVILE,0017-0631
GIVING,1972-8530
GLI STRANIERI,1720-4402
GLOBAL & LOCAL ECONOMIC REVIEW,1722-4241
"GLOBAL CHANGE, PEACE & SECURITY",1478-1158
GLOBAL CRIME,1744-0572
GLOBAL CRIME,1744-0580
GLOBAL ENVIRONMENT,1973-3739
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780
GLOBAL ENVIRONMENTAL POLITICS,1526-3800
GLOBAL FP,1590-7694
GLOBAL GOVERNANCE,1075-2846
GLOBAL JOURNAL OF COMMUNITY PSYCHOLOGY PRACTICE,2163-8667
GLOBAL JURIST,1934-2640
GLOBAL MEDIA AND COMMUNICATION,1742-7665
GLOBAL MEDIA AND COMMUNICATION,1742-7673
GLOBAL NETWORKS,1470-2266
GLOBAL POLICY,1758-5880
GLOBAL POLICY,1758-5899
GLOBAL SOCIAL POLICY,1468-0181
GLOBAL SOCIETY,1360-0826
GLOBALIZATION AND HEALTH,1744-8603
GLOBALIZATIONS,1474-7731
GLOTTOMETRICS,1617-8351
GNOSIS,1824-5900
GOMORRA,.
GOVERNANCE,0952-1895
GOVERNANCE,1468-0491
GOVERNARE LA PAURA,1974-4935
GOVERNMENT AND OPPOSITION,0017-257X
GOVERNMENT AND OPPOSITION,1477-7053
GOVERNMENT INFORMATION QUARTERLY,0740-624X
GRAN TOUR,2172-8690
GRANDE EUROPE,1760-5849
GROTIANA,0167-3831
GROTIUS,1826-8862
GROUP DECISION AND NEGOTIATION,0926-2644
GRUNDRISSE,1814-3156
GRUPPI,1826-2589
GUD. GENOVA UNIVERSITÀ DESIGN,1720-075X
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,0984-2292
HABITUS,1974-3696
HAMBURG REVIEW OF SOCIAL SCIENCES,1862-3921
"HANDLUNG, KULTUR, INTERPRETATION",0942-8356
HÀNXUÉ YÁNJIŪ TŌNGXÙN,0253-2875
HARVARD INTERNATIONAL JOURNAL OF PRESS-POLITICS,1081-180X
HARVARD INTERNATIONAL LAW JOURNAL,0017-8063
HARVARD INTERNATIONAL LAW JOURNAL,2153-2494
HARVEST,0266-4771
HAWWA,1569-2078
HEALTH,1363-4593
HEALTH & PLACE,1353-8292
HEALTH & SOCIAL CARE IN THE COMMUNITY,0966-0410
HEALTH & SOCIAL CARE IN THE COMMUNITY,1365-2524
HEALTH & SOCIAL WORK,0360-7283
HEALTH COMMUNICATION,1041-0236
HEALTH ECONOMICS,1057-9230
"HEALTH ECONOMICS, POLICY AND LAW",1744-1331
HEALTH POLICY,0168-8510
HEALTH PROMOTION INTERNATIONAL,1460-2245
HEALTH RISK & SOCIETY,1369-8575
HEALTH SERVICES RESEARCH,0017-9124
HEALTH SOCIOLOGY REVIEW,1446-1242
HEBRAIC POLITICAL STUDIES,1565-6640
HEC FORUM,0956-2737
HEGEL-JAHRBUCH,0073-1579
HELIOPOLIS,1224-6557
HELIOPOLIS,2281-3489
HELLENIC JOURNAL OF NURSING SCIENCE,1791-9002
HELMANTICA,0018-0114
HEMISPHERES,0239-8818
HERMENEUTICA,1590-6833
HERMES,0767-9513
HETEROGLOSSIA,2037-7037
HIGHER EDUCATION,0018-1560
HIGHER EDUCATION,0882-4126
HIGHER EDUCATION POLICY,0952-8733
HIGHER EDUCATION RESEARCH AND DEVELOPMENT,0729-4360
HISPANOGALIA,.
HISTOIRE & MISSIONS CHRÉTIENNES,1957-5246
HISTOIRE & SOCIÉTÉS,1633-2784
HISTOIRE SOCIALE,0018-2257
"HISTOIRE, ÉCONOMIE ET SOCIÉTÉ",0752-5702
HISTORIA,0018-2311
HISTORIA,0073-2435
HISTORIA,0717-7194
HISTORIA ACTUAL ON-LINE,1696-2060
HISTORIA CONSTITUCIONAL,1576-4729
HISTORIA CONTEMPORÁNEA,1130-2402
HISTORIA CRÍTICA,0121-1617
HISTORIA DEL PRESENTE,1579-8135
HISTORIA ET IUS,2279-7416
HISTORIA LATINOAMERICANA EN EUROPA,1010-0466
HISTORIA MAGISTRA,2036-4040
HISTORIA MEXICANA,0185-0172
HISTÓRIA ORAL,1516-7658
HISTORIA PHILOSOPHICA,1724-6121
HISTORIA RELIGIONUM,2035-5572
HISTORIA SOCIAL,0214-2570
HISTÓRIA UNISINOS,1519-3861
HISTORIA Y POLITICA,1575-0361
HISTORIA Y POLÍTICA,1989-063X
HISTÓRIA: DEBATES E TENDÊNCIAS,1517-2856
HISTORICA,0018-2427
HISTORICAL JOURNAL OF MASSACHUSETTS,0276-8313
HISTORICAL MATERIALISM,1465-4466
HISTORICAL METHODS,0161-5440
HISTORICAL REFLECTIONS,0315-7997
HISTORICAL SOCIAL RESEARCH,0172-6404
HISTORICAS,0187-182X
HISTORISCHE MITTEILUNGEN,0936-5796
HISTORY & THEORY,1565-8163
HISTORY AND ANTHROPOLOGY,0275-7206
HISTORY AND THEORY,0018-2656
HISTORY IN AFRICA,0361-5413
HISTORY OF COMMUNISM IN EUROPE,2069-3206
HISTORY OF ECONOMIC IDEAS,1122-8792
HISTORY OF ECONOMIC IDEAS,1724-2169
HISTORY OF ECONOMIC THOUGHT AND POLICY,2240-9971
HISTORY OF ECONOMIC THOUGHT AND POLICY,2280-188X
HISTORY OF EDUCATION & CHILDREN'S LITERATURE,1971-1093
HISTORY OF EUROPEAN IDEAS,0191-6599
HISTORY OF EUROPEAN IDEAS,1873-541X
HISTORY OF POLITICAL ECONOMY,0018-2702
HISTORY OF POLITICAL THOUGHT,0143-781X
HISTORY OF RELIGIONS,0018-2710
HISTORY WORKSHOP JOURNAL,1363-3554
HISTORY WORKSHOP JOURNAL,1477-4569
HO THEOLOGOS,0392-1484
HOBBES STUDIES,0921-5891
HOGAKU SHINPO,0009-6296
HOLOCAUST STUDIES,1750-4902
HOMMES ET MIGRATIONS. DOCUMENTS,0223-3290
HOMO OECONOMICUS,0943-0180
HOPE,.
HORIZONS MAGHRÉBINS,0984-2616
HORIZONS STRATÉGIQUES,1958-3370
HORIZONTES ANTROPOLÓGICOS,0104-7183
HORN OF AFRICA,0161-4703
HOUSING STUDIES,0267-3037
HOUSING STUDIES,1466-1810
HUMAN COMMUNICATION RESEARCH,0360-3989
HUMAN ECOLOGY,0300-7839
HUMAN ECOLOGY,1530-7069
HUMAN EVOLUTION,0393-9375
HUMAN IT,1402-151X
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,1045-6767
HUMAN RELATIONS,0018-7267
HUMAN REPRODUCTION,0268-1161
HUMAN RIGHTS LAW REVIEW,1461-7781
HUMAN RIGHTS QUARTERLY,0275-0392
HUMAN STUDIES,0163-8548
HUMANA.MENTE,1972-1293
HUMANISMO Y TRABAJO SOCIAL,1696-7623
HUMANISTICA,1970-2205
HUMANITAS,0018-7461
HUMANITIES,2240-7715
HYPNOS,1413-9138
I DIRITTI DELL'UOMO,1121-8754
I PROBLEMI DELLA PEDAGOGIA,0032-9347
I QUADERNI DEL RAMO D'ORO,2035-7524
I QUADERNI DI SCIENZA & VITA,2035-9616
I QUADERNI SPECIALI DI LIMES,2036-5837
I SENTIERI DELLA RICERCA,1826-7920
I.U.I.E.S. JOURNAL,1971-9876
IBEROAMERICANA,1577-3388
IBLA,0018-862X
ICONOCRAZIA,2240-760X
"ÍCONOS",1390-1249
ID&A INTERACTION DESIGN & ARCHITECTURE(S),1826-9745
IDEE,0394-3054
IDENTITIES,1070-289X
IES. INDUSTRIA E SINDACATO,1971-4335
IGIENE E SANITÀ PUBBLICA,0019-1639
IGITUR,1120-9658
IKON,0019-1744
IL CASTELLO DI ELSINORE,0394-9389
IL CONTROLLO NELLE SOCIETÀ E NEGLI ENTI,1972-828X
IL DIRITTO DELLA REGIONE,1722-8379
IL DIRITTO DELL'ECONOMIA,1123-3036
IL DIRITTO DELL'INFORMAZIONE E DELL'INFORMATICA,1593-5795
IL DIRITTO ECCLESIASTICO,1128-7772
IL DUBBIO,1724-4889
IL GIORNALE DELLA FILOSOFIA,1724-7195
IL GIORNALE DELL'ARCHITETTURA,1721-5463
IL GIORNALE DELL'ARCHITETTURA,2284-1369
IL GIUSTO PROCESSO,1720-0008
IL LAVORO NELLA GIURISPRUDENZA,1591-4178
IL LETTORE DI PROVINCIA,0024-1350
IL MESTIERE DI STORICO,1594-3836
IL NUOVO AREOPAGO,0394-8846
IL NUOVO GOVERNO LOCALE,0393-8212
IL PENSIERO,1824-4971
IL PENSIERO ECONOMICO ITALIANO,1122-8784
IL PENSIERO ECONOMICO MODERNO,1593-8522
IL PENSIERO MAZZINIANO,0031-482X
IL PENSIERO POLITICO,0031-4846
IL POLITICO,0032-325X
IL PONTE,0032-423X
IL PORTOLANO,1972-7321
IL PRESENTE E LA STORIA,1121-7499
IL PROGETTO,1120-6993
IL RISORGIMENTO,0035-5607
IL VELTRO,0042-3254
IL VERRI,0506-7715
IL. ITER LEGIS,1720-4569
IM@GO,2281-8138
IMAGES RE-VUES,1778-3801
IMAGINATIONS,1918-8439
IMAGONAUTAS,0719-0166
IMIS-BEITRÄGE,0949-4723
IMMIGRANTS & MINORITIES,0261-9288
IMMUNITY,1074-7613
IMPLICIT RELIGION,1463-9955
IMPLICIT RELIGION,1743-1697
IMPRESA AL PLURALE,1590-0053
IMPRESA PROGETTO,1824-3576
IMPRESA SOCIALE,1129-6402
INCHIESTA,0046-8819
INCIPIT. ETICA DELLA SCIENZA E DELLA SOCIETÀ,.
INCONTRI,2039-9502
INDEPENDENT REVIEW,1086-1653
INDEX. QUADERNI CAMERTI DI STUDI ROMANISTICI,0392-2391
INDIAN JOURNAL OF APPLIED ECONOMICS,0971-8281
INDIAN JOURNAL OF GERONTOLOGY,0971-4189
INDIAN JOURNAL OF HUMAN DEVELOPMENT,0973-7030
INDIAN JOURNAL OF INDUSTRIAL RELATIONS,0019-5286
INDIANA JOURNAL OF GLOBAL LEGAL STUDIES,1080-0727
INDO-IRANIAN JOURNAL,0019-7246
INDUSTRIAL & LABOR RELATIONS REVIEW,0019-7939
INDUSTRIAL AND CORPORATE CHANGE,0960-6491
INDUSTRIAL AND CORPORATE CHANGE,1464-3650
INDUSTRIAL RELATIONS,0019-8676
INDUSTRIAL RELATIONS,1468-232X
INDUSTRIAL RELATIONS JOURNAL,0019-8692
INDUSTRY AND INNOVATION,1366-2716
INDUSTRY AND INNOVATION,1469-8390
INDUZIONI,1120-690X
INFANT MENTAL HEALTH JOURNAL,0163-9641
INFANZIA,0390-2420
INFANZIA E ADOLESCENZA,1594-5146
INFORMACIONNOE OBŜESTVO,1606-1330
INFORMAIRES,1591-6057
INFORMATICA UMANISTICA,2035-6323
INFORMATION ECONOMICS AND POLICY,0167-6245
INFORMATION RETRIEVAL,1386-4564
INFORMATION SYSTEMS FRONTIERS,1387-3326
INFORMATION TECHNOLOGIES AND INTERNATIONAL DEVELOPMENT,1544-7529
INFORMATION TECHNOLOGY & PEOPLE,0959-3845
"INFORMATION, COMMUNICATION & SOCIETY",1369-118X
"INFORMATION, COMMUNICATION AND SOCIETY",1468-4462
INFORMATIONS SOCIALES,0046-9459
INFORMATIONSZENTRUM 3. WELT,1614-0095
IN-FORMAZIONE,1970-6723
INFORMAZIONE BIBLIOGRAFICA,0391-6812
INGURUAK,0214-7912
INITIUM,1137-8069
INNOVATION,1351-1610
INNOVAZIONE E DIRITTO,1825-9871
INOLTRE,1827-4617
INSCHIBBOLETH,.
INSIGHTS,1756-2074
INSULA,0020-4536
INTAMS REVIEW,1370-6020
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,1934-9491
INTELLIGENT INFORMATION MANAGEMENT,2160-5912
INTELLIGENZA ARTIFICIALE,1724-8035
INTENSIVE CARE MEDICINE,0342-4642
INTERACTION DESIGN & ARCHITECTURE(S),2283-2998
INTER-ASIA CULTURAL STUDIES,1464-9373
INTERAZIONI,1721-0143
INTERCOM,1809-5844
INTERCULTURAL EDUCATION,1467-5986
INTERDIPENDENZE,2038-095X
INTERDISCIPLINARY JOURNAL OF FAMILY STUDIES,2282-2011
INTERDISCIPLINARY JOURNAL OF RESEARCH ON RELIGION,1556-3723
INTER-DISCIPLINARY POLITICAL STUDIES,2039-8573
INTERECONOMICS,0020-5346
INTERMED - MEDIA EDUCATION,.
INTERNATIONAL AFFAIRS,0020-5850
INTERNATIONAL AFFAIRS,1468-2346
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,0340-0131
INTERNATIONAL AREA REVIEW,1226-7031
INTERNATIONAL BUSINESS RESEARCH,1913-9004
INTERNATIONAL COMMUNITY LAW REVIEW,1871-9740
INTERNATIONAL CRIMINAL LAW REVIEW,1567-536X
"INTERNATIONAL ENVIRONMENTAL AGREEMENT: POLITICS, LAW AND ECONOMICS",1567-9764
"INTERNATIONAL ENVIRONMENTAL AGREEMENTS: POLITICS, LAW AND ECONOMICS",1573-1553
INTERNATIONAL FEMINIST JOURNAL OF POLITICS,1461-6742
INTERNATIONAL HIGHER EDUCATION,1084-0613
INTERNATIONAL INTERACTIONS,0305-0629
INTERNATIONAL INTERACTIONS,1547-7444
INTERNATIONAL JOURNAL,0020-7020
INTERNATIONAL JOURNAL ABOUT PARENTS IN EDUCATION,1973-3518
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW,0952-8059
INTERNATIONAL JOURNAL FOR THE STUDY OF NEW RELIGIONS,2041-9511
INTERNATIONAL JOURNAL OF ACADEMIC RESEARCH IN BUSINESS & SOCIAL SCIENCES,2222-6990
INTERNATIONAL JOURNAL OF AGENT TECHNOLOGIES AND SYSTEMS,1943-0744
INTERNATIONAL JOURNAL OF APPLIED SOCIOLOGY,2169-9704
INTERNATIONAL JOURNAL OF APPLIED SOCIOLOGY,2169-9739
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,0888-613X
INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY AND MANAGEMENT,1470-9511
INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION,1753-3627
INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,1740-0589
INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH,1751-0252
INTERNATIONAL JOURNAL OF COMIC ART,1531-6793
INTERNATIONAL JOURNAL OF COMMUNICATION,1932-8036
INTERNATIONAL JOURNAL OF COMPARATIVE LABOUR LAW AND INDUSTRIAL RELATIONS,0952-617X
INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0020-7152
INTERNATIONAL JOURNAL OF CONFLICT AND VIOLENCE,1864-1385
INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,1474-2640
INTERNATIONAL JOURNAL OF CONTEMPORARY IRAQI STUDIES,1751-2867
INTERNATIONAL JOURNAL OF CONTEMPORARY SOCIOLOGY,0019-6398
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,0218-8430
INTERNATIONAL JOURNAL OF CO-OPERATIVE MANAGEMENT,1741-4814
INTERNATIONAL JOURNAL OF CULTURAL POLICY,1028-6632
INTERNATIONAL JOURNAL OF CULTURAL STUDIES,1367-8779
INTERNATIONAL JOURNAL OF DIGITAL LITERACY AND DIGITAL COMPETENCE,1947-3494
"INTERNATIONAL JOURNAL OF DISABILITY, DEVELOPMENT, AND EDUCATION",1034-912X
INTERNATIONAL JOURNAL OF ECONOMIC BEHAVIOR,2069-5756
INTERNATIONAL JOURNAL OF ECONOMIC BEHAVIOR,2285-0430
INTERNATIONAL JOURNAL OF ECONOMICS AND FINANCE,1916-971X
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,0142-0615
INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNANCE,1742-7509
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,0957-4352
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0300-5771
INTERNATIONAL JOURNAL OF E-POLITICS,1947-9131
INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,0963-7486
INTERNATIONAL JOURNAL OF FORECASTING,0169-2070
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,0219-8878
INTERNATIONAL JOURNAL OF HEALTH SERVICES,0020-7314
INTERNATIONAL JOURNAL OF HUMAN AND SOCIAL SCIENCES,2010-4081
INTERNATIONAL JOURNAL OF HUMAN RESOURCES DEVELOPMENT AND MANAGEMENT,1465-6612
INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE,2220-8488
INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE,2221-0989
INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCES,2070-3783
INTERNATIONAL JOURNAL OF HUMANITY AND SOCIAL SCIENCES,2231-3532
INTERNATIONAL JOURNAL OF INCLUSIVE EDUCATION,1360-3116
INTERNATIONAL JOURNAL OF INFORMATION ETHICS,1614-1687
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220
INTERNATIONAL JOURNAL OF INNOVATION AND SUSTAINABLE DEVELOPMENT,1740-8822
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767
INTERNATIONAL JOURNAL OF KNOWLEDGE AND LEARNING,1741-1009
"INTERNATIONAL JOURNAL OF KNOWLEDGE, CULTURE AND CHANGE MANAGEMENT",1447-9524
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,0160-2527
INTERNATIONAL JOURNAL OF LAW IN CONTEXT,1744-5523
"INTERNATIONAL JOURNAL OF LAW, CRIME AND JUSTICE",1756-0616
"INTERNATIONAL JOURNAL OF LAW, POLICY, AND THE FAMILY",1360-9939
INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL,1479-4853
INTERNATIONAL JOURNAL OF MANAGEMENT AND BUSINESS,1949-2839
INTERNATIONAL JOURNAL OF MANAGEMENT CASES,1741-6264
INTERNATIONAL JOURNAL OF MEDIA AND CULTURAL POLITICS,1740-8296
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,0020-7438
INTERNATIONAL JOURNAL OF MULTIPLE RESEARCH APPROACHES,1834-0806
INTERNATIONAL JOURNAL OF NANOTECHNOLOGY,1475-7435
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,0306-624X
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0218-0014
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,0967-2559
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,1466-4542
INTERNATIONAL JOURNAL OF POLITICAL ECONOMY,0891-1916
INTERNATIONAL JOURNAL OF POLITICS AND ETHICS,1535-4776
"INTERNATIONAL JOURNAL OF POLITICS, CULTURE, AND SOCIETY",0891-4486
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,0263-7863
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,0020-7578
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS AND EDUCATION,2035-4630
INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION,0190-0692
INTERNATIONAL JOURNAL OF PUBLIC HEALTH,1661-8556
INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892
INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,1471-6909
INTERNATIONAL JOURNAL OF PUBLIC PARTICIPATION,1992-6707
INTERNATIONAL JOURNAL OF RISK ASSESSMENT AND MANAGEMENT,1466-8297
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,0950-0693
INTERNATIONAL JOURNAL OF SCIENTIFIC AND RESEARCH PUBLICATIONS,2250-3153
INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,1364-5579
INTERNATIONAL JOURNAL OF SOCIAL SCIENCES AND EDUCATION,2223-4934
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866
INTERNATIONAL JOURNAL OF SOCIOLOGY,0020-7659
INTERNATIONAL JOURNAL OF SOCIOLOGY AND ANTHROPOLOGY,2006-988X
INTERNATIONAL JOURNAL OF SPORT COMMUNICATION,1936-3915
INTERNATIONAL JOURNAL OF SPORT POLICY,1940-6940
INTERNATIONAL JOURNAL OF STRATEGIC COMMUNICATION,1553-118X
INTERNATIONAL JOURNAL OF TECHNOLOGY AND HUMAN INTERACTION,1548-3908
"INTERNATIONAL JOURNAL OF TECHNOLOGY, POLICY AND MANAGEMENT",1468-4322
INTERNATIONAL JOURNAL OF THE COMMONS,1875-0281
INTERNATIONAL JOURNAL OF THE LEGAL PROFESSION,0969-5958
