SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
14/A2,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,1466-4526,.
14/A2,REVIEW OF INTERNATIONAL STUDIES,0260-2105,.
14/A2,REVIEW OF INTERNATIONAL STUDIES,1469-9044,.
14/A2,REVIEW OF POLICY RESEARCH,1541-132X,.
14/A2,REVIEW OF POLITICAL ECONOMY,0953-8259,.
14/A2,REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,0734-371X,.
14/A2,REVIEW OF WORLD ECONOMICS,1610-2878,.
14/A2,REVUE FRANÇAISE DE SCIENCE POLITIQUE,0035-2950,.
14/A2,REVUE INTERNATIONALE DE POLITIQUE COMPAREE,1370-0731,.
14/A2,RISK,1972-7267,.
14/A2,RIVISTA ITALIANA DI POLITICHE PUBBLICHE,1722-1137,.
14/A2,RIVISTA ITALIANA DI SCIENZA POLITICA,0048-8402,.
14/A2,SCANDINAVIAN POLITICAL STUDIES,0080-6757,.
14/A2,SCANDINAVIAN POLITICAL STUDIES,1467-9477,.
14/A2,SCIENCE & PUBLIC POLICY,0302-3427,.
14/A2,SCIENCE AND PUBLIC POLICY,1471-5430,.
14/A2,SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292,.
14/A2,SECURITY DIALOGUE,0967-0106,.
14/A2,SECURITY JOURNAL,0955-1662,.
14/A2,SECURITY STUDIES,0963-6412,.
14/A2,SMALL WARS & INSURGENCIES,0959-2318,.
14/A2,SMALL WARS & INSURGENCIES,1743-9558,.
14/A2,SOCIAL CHOICE AND WELFARE,0176-1714,.
14/A2,SOCIAL EPISTEMOLOGY,0269-1728,.
14/A2,SOCIAL INDICATORS RESEARCH,0303-8300,.
14/A2,SOCIAL ISSUES AND POLICY REVIEW,1751-2395,.
14/A2,SOCIAL ISSUES AND POLICY REVIEW,1751-2409,.
14/A2,SOCIAL JUSTICE RESEARCH,0885-7466,.
14/A2,SOCIAL MOVEMENT STUDIES,1474-2837,.
14/A2,SOCIAL NETWORKS,0378-8733,.
14/A2,SOCIAL POLICY & ADMINISTRATION,0144-5596,.
14/A2,SOCIAL POLICY & ADMINISTRATION,1467-9515,.
14/A2,SOCIAL POLITICS,1072-4745,.
14/A2,SOCIAL POLITICS,1468-2893,.
14/A2,SOCIAL SCIENCE & MEDICINE,0277-9536,.
14/A2,SOCIAL SCIENCE COMPUTER REVIEW,0894-4393,.
14/A2,SOCIAL SCIENCE QUARTERLY,0038-4941,.
14/A2,SOCIAL SCIENCE RESEARCH,0049-089X,.
14/A2,SOCIAL SCIENCE RESEARCH,1096-0317,.
14/A2,SOCIAL SECURITY BULLETIN,0037-7910,.
14/A2,SOCIO-ECONOMIC REVIEW,1475-1461,.
14/A2,SOCIOLOGICAL METHODS & RESEARCH,0049-1241,.
14/A2,SOUTH EUROPEAN SOCIETY & POLITICS,1360-8746,.
14/A2,SOUTHEASTERN EUROPE,0094-4467,.
14/A2,STATE POLITICS & POLICY QUARTERLY,1532-4400,.
14/A2,STATO E MERCATO,0392-9701,.
14/A2,STUDIES IN AMERICAN POLITICAL DEVELOPMENT,0898-588X,.
14/A2,STUDIES IN AMERICAN POLITICAL DEVELOPMENT,1469-8692,.
14/A2,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,0039-3606,.
14/A2,STUDIES IN CONFLICT AND TERRORISM,1057-610X,.
14/A2,STUDIES IN HIGHER EDUCATION,0307-5079,.
14/A2,STUDIES IN POLITICAL ECONOMY,0707-8552,.
14/A2,SURVIVAL,0039-6338,.
14/A2,SURVIVAL,1468-2699,.
14/A2,SWISS POLITICAL SCIENCE REVIEW,1424-7755,.
14/A2,SWISS POLITICAL SCIENCE REVIEW,1662-6370,.
14/A2,TERRORISM AND POLITICAL VIOLENCE,0954-6553,.
14/A2,TERRORISM AND POLITICAL VIOLENCE,1556-1836,.
14/A2,THE AMERICAN POLITICAL SCIENCE REVIEW,1537-5943,.
14/A2,THE AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0004-9522,.
14/A2,THE BRITISH JOURNAL OF POLITICS AND INTERNATIONAL RELATIONS,1369-1481,.
14/A2,THE CHINESE JOURNAL OF INTERNATIONAL POLITICS,1750-8916,.
14/A2,THE EUROPEAN UNION REVIEW,1606-8963,.
14/A2,THE FUTURE OF CHILDREN,1054-8289,.
14/A2,THE INFORMATION SOCIETY,0197-2243,.
14/A2,THE INFORMATION SOCIETY,1087-6537,.
14/A2,THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0485,.
14/A2,THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0493,.
14/A2,THE INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,1044-4068,.
14/A2,THE INTERNATIONAL JOURNAL OF PRESS/POLITICS,1940-1612,.
14/A2,THE INTERNATIONAL JOURNAL OF PUBLIC SECTOR MANAGEMENT,0951-3558,.
14/A2,THE INTERNATIONAL SPECTATOR,0393-2729,.
14/A2,THE JOURNAL OF BRITISH STUDIES,0021-9371,.
14/A2,THE JOURNAL OF CONTEMPORARY CHINA,1067-0564,.
14/A2,THE JOURNAL OF POLITICS,0022-3816,.
14/A2,THE JOURNAL OF SOCIAL ISSUES,0022-4537,.
14/A2,THE LANCET GLOBAL HEALTH,2214-109X,.
14/A2,THE LEADERSHIP QUARTERLY,1048-9843,.
14/A2,THE PACIFIC REVIEW,0951-2748,.
14/A2,THE POLITICAL QUARTERLY,0032-3179,.
14/A2,THE REVIEW OF INTERNATIONAL ORGANIZATIONS,1559-7431,.
14/A2,THE REVIEW OF POLICY RESEARCH,1541-1338,.
14/A2,THE REVIEW OF POLITICS,0034-6705,.
14/A2,THE REVIEW OF REGIONAL STUDIES,0048-749X,.
14/A2,THE TOCQUEVILLE REVIEW,0730-479X,.
14/A2,THE WASHINGTON QUARTERLY,1530-9177,.
14/A2,THIRD WORLD QUARTERLY,0143-6597,.
14/A2,THIRD WORLD QUARTERLY,1360-2241,.
14/A2,URBAN POLICY AND RESEARCH,0811-1146,.
14/A2,WASHINGTON QUARTERLY,0163-660X,.
14/A2,WEST EUROPEAN POLITICS,0140-2382,.
14/A2,WORLD DEVELOPMENT,0305-750X,.
14/A2,WORLD POLITICS,0043-8871,.
14/A2,WORLD POLITICS,1086-3338,.
14/A2,YOUTH & SOCIETY,0044-118X,.
14/A2,ZONA ABIERTA,0210-2692,.
14/B1,FILOSOFIA POLITICA,0394-7297,.
14/B1,GIORNALE DI STORIA COSTITUZIONALE,1593-0793,.
14/B1,HISTOIRE & SOCIÉTÉS,1633-2784,.
14/B1,HISTORY OF EUROPEAN IDEAS,0191-6599,.
14/B1,HISTORY OF POLITICAL THOUGHT,0143-781X,.
14/B1,HOBBES STUDIES,0921-5891,.
14/B1,IL PENSIERO POLITICO,0031-4846,.
14/B1,INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,0020-8523,.
14/B1,JOURNAL OF EUROPEAN INTEGRATION HISTORY,0947-9511,.
14/B1,JOURNAL OF MODERN HISTORY,0022-2801,.
14/B1,KANT-STUDIEN,0022-8877,.
14/B1,LE CARTE E LA STORIA,1123-5624,.
14/B1,PHILOSOPHY & PUBLIC AFFAIRS,0048-3915,.
14/B1,POLITICAL THEORY,0090-5917,.
14/B1,POLITICAL THEORY,1552-7476,.
14/B1,QUADERNI DI SCIENZA POLITICA,1124-7959,.
14/B1,SCIENZA & POLITICA,1590-4946,.
14/B1,SCIENZA & POLITICA,1825-9618,.
14/B1,STORIA AMMINISTRAZIONE COSTITUZIONE,1126-5825,.
14/B1,STORIA DEL PENSIERO POLITICO,2279-9818,.
14/B1,THE JOURNAL OF MODERN HISTORY,1537-5358,.
14/B1,THE TOCQUEVILLE REVIEW,0730-479X,.
14/B2,AETHIOPICA,1430-1938,.
14/B2,AFRICA,0001-9720,.
14/B2,AFRICA,0001-9747,.
14/B2,AFRICA,1750-0184,.
14/B2,AFRICA TODAY,0001-9887,.
14/B2,AFRICAN AFFAIRS,0001-9909,.
14/B2,AFRICAN AFFAIRS,1468-2621,.
14/B2,AFRICAN CONFLICT AND PEACEBUILDING REVIEW,2156-695X,.
14/B2,AFRICAN ECONOMIC HISTORY,0145-2258,.
14/B2,AFRICAN HISTORICAL REVIEW,1753-2523,.
14/B2,AFRICAN SECURITY REVIEW,1024-6029,.
14/B2,AFRICAN STUDIES,0002-0184,.
14/B2,AFRICANA,1592-9639,.
14/B2,AFRICHE E ORIENTI,1592-6753,.
14/B2,AFRIKASPECTRUM,0002-0397,.
14/B2,AMÉRICA LATINA HOY,1130-2887,.
14/B2,AMERICAN QUARTERLY,0003-0678,.
14/B2,AMERICAN QUARTERLY,1080-6490,.
14/B2,ANNALI DELLA FONDAZIONE LUIGI EINAUDI,0531-9870,.
14/B2,ANNALI DELLA FONDAZIONE UGO LA MALFA,1826-8854,.
14/B2,ANNALI DELL'ISTITUTO UGO LA MALFA,0394-1752,.
14/B2,ANNUAIRE DE L'AFRIQUE DU NORD,0066-2607,.
14/B2,ANUARIO DE ESTUDIOS AMERICANOS,0210-5810,.
14/B2,ANUARIO DE ESTUDIOS AMERICANOS,1988-4273,.
14/B2,ARAB LAW QUARTERLY,0268-0556,.
14/B2,ASIA MAIOR,2385-2526,.
14/B2,ASIAN STUDIES REVIEW,1035-7823,.
14/B2,ASIAN STUDIES REVIEW,1467-8403,.
14/B2,ASIAN SURVEY,0004-4687,.
14/B2,ASIA-PACIFIC REVIEW,1343-9006,.
14/B2,BENGAL PAST AND PRESENT,0005-8807,.
14/B2,BULLETIN OF TANZANIAN AFFAIRS,0952-2948,.
14/B2,BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,0041-977X,.
14/B2,CAHIERS D'ASIE CENTRALE,1270-9247,.
14/B2,CAHIERS D'ETUDES AFRICAINES,0008-0055,.
14/B2,CANADIAN JOURNAL OF AFRICAN STUDIES,0008-3968,.
14/B2,CENTRAL ASIAN SURVEY,0263-4937,.
14/B2,CHINA QUARTERLY,0305-7410,.
14/B2,CLIO,0391-6731,.
14/B2,CLIOMETRICA,1863-2505,.
14/B2,COLD WAR HISTORY,1468-2745,.
14/B2,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,0010-4175,.
14/B2,"COMPARATIVE STUDIES OF SOUTH ASIA, AFRICA, AND THE MIDDLE EAST",1089-201X,.
14/B2,CONTEMPORANEA,1127-3070,.
14/B2,CONTEMPORARY EUROPEAN HISTORY,0960-7773,.
14/B2,CONTEMPORARY SOUTH ASIA,0958-4935,.
14/B2,CONTEMPORARY SOUTHEAST ASIA,0129-797X,.
14/B2,DEMOCRATIZATION,1351-0347,.
14/B2,DEVELOPMENT AND CHANGE,0012-155X,.
14/B2,DEVELOPMENT DIALOGUE,0345-2328,.
14/B2,DIE WELT DES ISLAMS,0043-2539,.
14/B2,DIPLOMACY AND STATECRAFT,0959-2296,.
14/B2,DIPLOMACY AND STATECRAFT,1557-301X,.
14/B2,DIPLOMATIC HISTORY,0145-2096,.
14/B2,DIPLOMATIC HISTORY,1467-7709,.
14/B2,ECONOMIC HISTORY REVIEW,0013-0117,.
14/B2,ENTREPRISES ET HISTOIRE,1161-2770,.
14/B2,ENVIRONMENT AND HISTORY,0967-3407,.
14/B2,ENVIRONMENTAL HISTORY,1084-5453,.
14/B2,ERITREAN STUDIES REVIEW,1086-9174,.
14/B2,ESTUDOS IBERO-AMERICANOS,0101-4064,.
14/B2,ESTUDOS IBERO-AMERICANOS,1980-864X,.
14/B2,ETHNORÊMA,1826-8803,.
14/B2,EURASIAN STUDIES,1722-0750,.
14/B2,EUROPEAN JOURNAL OF AMERICAN STUDIES,1991-9336,.
14/B2,EUROPEAN JOURNAL OF EAST ASIAN STUDIES,1568-0584,.
14/B2,EUROPEAN JOURNAL OF EAST ASIAN STUDIES,1570-0615,.
14/B2,EUROPEAN REVIEW OF HISTORY,1350-7486,.
14/B2,EUROPEAN REVIEW OF HISTORY,1469-8293,.
14/B2,FRONTIERS OF HISTORY IN CHINA,1673-3401,.
14/B2,GENDER & HISTORY,0953-5233,.
14/B2,GENDER & HISTORY,1468-0424,.
14/B2,GHANA STUDIES,1536-5514,.
14/B2,GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,0984-2292,.
14/B2,HÀNXUÉ YÁNJIŪ TŌNGXÙN,0253-2875,.
14/B2,"HISTOIRE, ÉCONOMIE ET SOCIÉTÉ",0752-5702,.
14/B2,HISTORIA,0717-7194,.
14/B2,HISTORICAL METHODS,0161-5440,.
14/B2,HISTORY AND THEORY,0018-2656,.
14/B2,HISTORY IN AFRICA,0361-5413,.
14/B2,HISTORY OF EUROPEAN IDEAS,0191-6599,.
14/B2,HISTORY OF EUROPEAN IDEAS,1873-541X,.
14/B2,HISTORY OF POLITICAL THOUGHT,0143-781X,.
14/B2,HISTORY OF RELIGIONS,0018-2710,.
14/B2,HISTORY WORKSHOP JOURNAL,1363-3554,.
14/B2,HISTORY WORKSHOP JOURNAL,1477-4569,.
14/B2,HOBBES STUDIES,0921-5891,.
14/B2,HORN OF AFRICA,0161-4703,.
14/B2,IBEROAMERICANA,1577-3388,.
14/B2,IBLA,0018-862X,.
14/B2,INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,0020-7438,.
14/B2,INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,0147-5479,.
14/B2,INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,1471-6445,.
14/B2,INTERNATIONAL REVIEW OF SOCIAL HISTORY,0020-8590,.
14/B2,INTERNATIONAL REVIEW OF SOCIAL HISTORY,1469-512X,.
14/B2,INTERNATIONALE SCHULBUCHFORSCHUNG,0172-8237,.
14/B2,INTERNATIONALES ASIEN FORUM,0020-9449,.
14/B2,ISIM NEWSLETTER,1388-9788,.
14/B2,ISLAM ET SOCIETES AU SUD DU SAHARA,0984-7685,.
14/B2,ISLAMIC STUDIES,0578-8072,.
14/B2,JAPAN FORUM,0955-5803,.
14/B2,JINDAISHI YANJIU,1001-6708,.
14/B2,JOURNAL DES AFRICANISTES,0399-0346,.
14/B2,JOURNAL OF AFRICAN AND INTERNATIONAL LAW,1821-620X,.
14/B2,JOURNAL OF AFRICAN CULTURAL STUDIES,1369-6815,.
14/B2,JOURNAL OF AFRICAN HISTORY,0021-8537,.
14/B2,JOURNAL OF AFRICAN HISTORY,1469-5138,.
14/B2,JOURNAL OF AGRARIAN CHANGE,1471-0358,.
14/B2,JOURNAL OF AMERICAN HISTORY,0021-8723,.
14/B2,JOURNAL OF AMERICAN STUDIES,0021-8758,.
14/B2,JOURNAL OF AMERICAN STUDIES,1469-5154,.
14/B2,JOURNAL OF ASIAN AND AFRICAN STUDIES,0021-9096,.
14/B2,JOURNAL OF ASIAN STUDIES,0021-9118,.
14/B2,JOURNAL OF CENTRAL ASIAN STUDIES,1553-6521,.
14/B2,JOURNAL OF COLD WAR STUDIES,1520-3972,.
14/B2,JOURNAL OF COLD WAR STUDIES,1531-3298,.
14/B2,JOURNAL OF CONTEMPORARY AFRICAN STUDIES,0258-9001,.
14/B2,JOURNAL OF CONTEMPORARY HISTORY,0022-0094,.
14/B2,JOURNAL OF EASTERN AFRICAN STUDIES,1753-1055,.
14/B2,JOURNAL OF EASTERN AFRICAN STUDIES,1753-1063,.
14/B2,JOURNAL OF ETHIOPIAN STUDIES,0304-2243,.
14/B2,JOURNAL OF EURASIAN STUDIES,1879-3665,.
14/B2,JOURNAL OF GLOBAL HISTORY,1740-0228,.
14/B2,JOURNAL OF GLOBAL HISTORY,1740-0236,.
14/B2,JOURNAL OF INTERDISCIPLINARY HISTORY,0022-1953,.
14/B2,JOURNAL OF LATIN AMERICAN STUDIES,0022-216X,.
14/B2,JOURNAL OF MODERN AFRICAN STUDIES,0022-278X,.
14/B2,JOURNAL OF MODERN HISTORY,0022-2801,.
14/B2,JOURNAL OF NORTH AFRICAN STUDIES,1362-9387,.
14/B2,JOURNAL OF POLITICAL IDEOLOGIES,1356-9317,.
14/B2,JOURNAL OF POLITICAL IDEOLOGIES,1469-9613,.
14/B2,JOURNAL OF RELIGION IN AFRICA,0022-4200,.
14/B2,JOURNAL OF SOUTHEAST ASIAN STUDIES,0022-4634,.
14/B2,JOURNAL OF SOUTHERN AFRICAN STUDIES,0305-7070,.
14/B2,JOURNAL OF STRATEGIC STUDIES,0140-2390,.
14/B2,JOURNAL OF THE HISTORY OF IDEAS,0022-5037,.
14/B2,JOURNAL OF THE HISTORY OF IDEAS,1086-3222,.
14/B2,JOURNAL OF TRANSATLANTIC STUDIES,1479-4012,.
14/B2,JOURNAL OF TRANSATLANTIC STUDIES,1754-1018,.
14/B2,JOURNAL OF WOMEN'S HISTORY,1042-7961,.
14/B2,JOURNAL OF WOMEN'S HISTORY,1527-2036,.
14/B2,KANT-STUDIEN,0022-8877,.
14/B2,LABOUR,0700-3862,.
14/B2,LATINO STUDIES,1476-3435,.
14/B2,LATINO STUDIES,1476-3443,.
14/B2,LES CAHIERS DE TUNISIE,0008-0012,.
14/B2,LIBYAN STUDIES,0263-7189,.
14/B2,"MAGIC, RITUAL, AND WITCHCRAFT",1556-8547,.
14/B2,MATERIALI PER UNA STORIA DELLA CULTURA GIURIDICA,1120-9607,.
14/B2,MATERIAUX POUR L'HISTOIRE DE NOTRE TEMPS,0769-3206,.
14/B2,MEDICINA & STORIA,1722-2206,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/B2,MEDITERRANEAN STUDIES,0251-3072,.
14/B2,MEMORY STUDIES,1750-6980,.
14/B2,MERIDIANA,0394-4115,.
14/B2,MIDDLE EAST CRITIQUE,1943-6149,.
14/B2,MIDDLE EAST CRITIQUE,1943-6157,.
14/B2,MIDDLE EAST STUDIES ASSOCIATION BULLETIN,0026-3184,.
14/B2,MIDDLE EASTERN STUDIES,0026-3206,.
14/B2,MODERN ASIAN STUDIES,0026-749X,.
14/B2,MODERN CHINA,0097-7004,.
14/B2,MODERN HISTORICAL STUDIES,0972-6756,.
14/B2,NAN NU,1387-6805,.
14/B2,NOMADIC PEOPLES,0822-7942,.
14/B2,NORTHEAST AFRICAN STUDIES,0740-9133,.
14/B2,NUOVA RIVISTA STORICA,0029-6236,.
14/B2,NUOVA STORIA CONTEMPORANEA,1126-098X,.
14/B2,OKINAWA BUNKA,0474-036X,.
14/B2,ORIENTE MODERNO,0030-5472,.
14/B2,PAST & PRESENT,0031-2746,.
14/B2,PEACE AND SECURITY,1028-4885,.
14/B2,POLITIKON,1583-3984,.
14/B2,POLITIQUE AFRICAINE,0244-7827,.
14/B2,PROCESSI STORICI E POLITICHE DI PACE,2036-7120,.
14/B2,QUADERNI ASIATICI,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/B2,QUADERNI ASIATICI,2038-9795,.
14/B2,RELATIONS INTERNATIONALES,0335-2013,.
14/B2,RETHINKING HISTORY,1364-2529,.
14/B2,REVIEW OF AFRICAN POLITICAL ECONOMY,0305-6244,.
14/B2,REVIEW OF INTERNATIONAL AFFAIRS,0486-6096,.
14/B2,REVISTA COMPLUTENSE DE HISTORIA DE AMÉRICA,1988-270X,.
14/B2,REVISTA COMPLUTENSE DE HISTORIA DE AMERICA / DEPARTAMENTO DE HISTORIA DE AMERICA I,1132-8312,.
14/B2,REVISTA DE HISTORIA ECONÓMICA,0212-6109,.
14/B2,REVUE BIBLIOGRAPHIQUE DE SINOLOGIE,0080-2484,.
14/B2,REVUE D'HISTOIRE DIPLOMATIQUE,0035-2365,.
14/B2,REVUE D'HISTOIRE MAGHREBINE,0330-8987,.
14/B2,REVUE DU MONDE MUSULMAN ET DE LA MEDITERRANEE,0997-1327,.
14/B2,REVUE HISTORIQUE DES ARMEES,0035-3299,.
14/B2,REVUE INTERNATIONALE D'HISTOIRE MILITAIRE,0254-8186,.
14/B2,RICERCHE DI STORIA POLITICA,1120-9526,.
14/B2,RIVISTA DEGLI STUDI ORIENTALI,0392-4866,.
14/B2,RIVISTA DI SCIENZE RELIGIOSE,.,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/B2,ROCZNIK ORIENTALISTYCZNY,0080-3545,.
14/B2,SOCIOLOGIA DEL DIRITTO,0390-0851,.
14/B2,SOUTH AFRICAN HISTORICAL JOURNAL,0258-2473,.
14/B2,SOZIALE WELT,0038-6073,.
14/B2,STATO E MERCATO,0392-9701,.
14/B2,STICHPROBEN,1992-8610,.
14/B2,STORIA DELLE DONNE,1826-7505,.
14/B2,STORIA DELLE DONNE,1826-7513,.
14/B2,STORIA DELLE RELAZIONI INTERNAZIONALI,1120-0677,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/B2,STORIA URBANA,0391-2248,.
14/B2,STRATEGIC REVIEW FOR SOUTHERN AFRICA,1013-1108,.
14/B2,STUDI MAGREBINI,0585-4954,.
14/B2,STUDI STORICI,0039-3037,.
14/B2,STUDI URBINATI DI SCIENZE GIURIDICHE POLITICHE ED ECONOMICHE. NUOVA SERIE A,1825-1676,.
14/B2,STUDIA ISLAMICA,0585-5292,.
14/B2,SUDAN STUDIES,0952-049X,.
14/B2,THE AMERICAN HISTORICAL REVIEW,0002-8762,.
14/B2,THE AUSTRALASIAN REVIEW OF AFRICAN STUDIES,1447-8420,.
14/B2,THE CALCUTTA HISTORICAL JOURNAL,0254-9794,.
14/B2,THE HISPANIC AMERICAN HISTORICAL REVIEW,0018-2168,.
14/B2,THE HISPANIC AMERICAN HISTORICAL REVIEW,1527-1900,.
14/B2,THE HISTORICAL JOURNAL,0018-246X,.
14/B2,THE INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,0019-4646,.
14/B2,THE INDIAN HISTORICAL REVIEW,0376-9836,.
14/B2,THE INTERNATIONAL HISTORY REVIEW,0707-5332,.
14/B2,THE INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,0361-7882,.
14/B2,THE INTERNATIONAL SPECTATOR,0393-2729,.
14/B2,THE JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0308-6534,.
14/B2,THE JOURNAL OF JAPANESE STUDIES,0095-6848,.
14/B2,THE JOURNAL OF MODERN HISTORY,1537-5358,.
14/B2,THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987,.
14/B2,THE MAGHREB REVIEW,0309-457X,.
14/B2,THE MIDDLE EAST JOURNAL,0026-3141,.
14/B2,THE PACIFIC REVIEW,0951-2748,.
14/B2,THE TOCQUEVILLE REVIEW,0730-479X,.
14/B2,THIRD WORLD QUARTERLY,0143-6597,.
14/B2,TRANSACTIONS OF THE HISTORICAL SOCIETY OF GHANA,0855-3246,.
14/B2,UNISCI DISCUSSION PAPERS,1696-2206,.
14/B2,UTAFITI,0856-096X,.
14/B2,VENTUNESIMO SECOLO,1594-3755,.
14/B2,VINGTIÈME SIÈCLE,1950-6678,.
14/B2,"VINGTIÈME SIÈCLE, REVUE D'HISTOIRE",0294-1759,.
14/B2,VOCATIONAL TRAINING,0378-5068,.
14/B2,WORLD POLITICS,0043-8871,.
14/B2,WORLD POLITICS,1086-3338,.
14/B2,ZESZYTY NAUKOWE UNIWERSYTETU JAGIELLONSKIEGO. PRACE HISTORYCZNE,0083-4351,.
14/C1,ACTA POLITICA,0001-6810,.
14/C1,ACTA SOCIOLOGICA,0001-6993,.
14/C1,ADDICTION RESEARCH & THEORY,1606-6359,.
14/C1,ADMINISTRATION & SOCIETY,0095-3997,.
14/C1,ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,.
14/C1,ADULT EDUCATION QUARTERLY,0741-7136,.
14/C1,ADVANCES IN LIFE COURSE RESEARCH,1569-4909,.
14/C1,AFRICAN AFFAIRS,0001-9909,.
14/C1,AFRICAN AFFAIRS,1468-2621,.
14/C1,AGEING AND SOCIETY,0144-686X,.
14/C1,AGEING AND SOCIETY,1469-1779,.
14/C1,AMERICAN BEHAVIORAL SCIENTIST,0002-7642,.
14/C1,AMERICAN JOURNAL OF BIOETHICS,1526-5161,.
14/C1,AMERICAN JOURNAL OF POLITICAL SCIENCE,0092-5853,.
14/C1,AMERICAN JOURNAL OF POLITICAL SCIENCE,1540-5907,.
14/C1,AMERICAN SOCIOLOGICAL REVIEW,0003-1224,.
14/C1,ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY,1529-7489,.
14/C1,ANNALI DI SOCIOLOGIA,0066-2275,.
14/C1,ANNALI DI SOCIOLOGIA,0394-2120,.
14/C1,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162,.
14/C1,ANNALS OF TOURISM RESEARCH,0160-7383,.
14/C1,ANNUAL REVIEW OF LAW AND SOCIAL SCIENCE,1550-3585,.
14/C1,ANNUAL REVIEW OF SOCIOLOGY,0360-0572,.
14/C1,ANTHROPOLOGY TODAY,0268-540X,.
14/C1,APPLIED RESEARCH IN QUALITY OF LIFE,1871-2584,.
14/C1,ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,0335-5985,.
14/C1,ARCHIVES EUROPEENNES DE SOCIOLOGIE,0003-9756,.
14/C1,BERLINER JOURNAL FUR SOZIOLOGIE,0863-1808,.
14/C1,BIODEMOGRAPHY AND SOCIAL BIOLOGY,1948-5565,.
14/C1,BIOESSAYS,0265-9247,.
14/C1,BIOSOCIETIES,1745-8552,.
14/C1,BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY,0960-8788,.
14/C1,BRITISH JOURNAL OF CRIMINOLOGY,0007-0955,.
14/C1,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,0007-1080,.
14/C1,BRITISH JOURNAL OF SOCIAL WORK,0045-3102,.
14/C1,BRITISH JOURNAL OF SOCIOLOGY,0007-1315,.
14/C1,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,0142-5692,.
14/C1,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,1465-3346,.
14/C1,CAMBRIDGE JOURNAL OF ECONOMICS,0309-166X,.
14/C1,"CAMBRIDGE JOURNAL OF REGIONS, ECONOMY AND SOCIETY",1752-1378,.
14/C1,CHILD & FAMILY SOCIAL WORK,1356-7500,.
14/C1,CHILD ABUSE REVIEW,0952-9136,.
14/C1,CHILD MALTREATMENT,1077-5595,.
14/C1,CHILDHOOD,0907-5682,.
14/C1,CHILDREN & SOCIETY,0951-0605,.
14/C1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,.
14/C1,CHINESE SOCIOLOGICAL REVIEW,2162-0563,.
14/C1,CITIES,0264-2751,.
14/C1,CITY & COMMUNITY,1535-6841,.
14/C1,COMMUNICATION MONOGRAPHS,0363-7751,.
14/C1,COMMUNICATION RESEARCH,0093-6502,.
14/C1,COMMUNICATION THEORY,1050-3293,.
14/C1,"COMMUNITY, WORK & FAMILY",1366-8803,.
14/C1,"COMMUNITY, WORK & FAMILY",1469-3615,.
14/C1,COMPARATIVE POLITICAL STUDIES,0010-4140,.
14/C1,COMPARATIVE POLITICS,0010-4159,.
14/C1,COMPARATIVE POPULATION STUDIES,1869-8999,.
14/C1,COMUNICAZIONE POLITICA,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C1,COMUNICAZIONE POLITICA,1594-6061,.
14/C1,COMUNICAZIONI SOCIALI,0392-8667,.
14/C1,COMUNICAZIONI SOCIALI,1827-7969,.
14/C1,CONTEMPORARY SOCIOLOGY,0094-3061,.
14/C1,CONTRIBUTIONS TO INDIAN SOCIOLOGY,0069-9667,.
14/C1,COOPERATION AND CONFLICT,0010-8367,.
14/C1,CRIME & DELINQUENCY,0011-1287,.
14/C1,CRIME AND JUSTICE,0192-3234,.
