TITOLO,ISSN
ITALIAN STUDIES,0075-1634
ITALIC,2239-1029
ITINERARI,2036-9484
JA,1342-6478
JAHANGIRNAGAR PLANNING REVIEW,1728-4198
JAHRBUCH DER ÖSTERREICHISCHEN BYZANTINISTIK,0378-8660
JAHRBUCH FÜR REGIONALWISSENSCHAFT,0173-7600
JANUS,.
JCSE. THE JOURNAL OF CORROSION SCIENCE AND ENGINEERING,1466-8858
JE-LKS. JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,1826-6223
JERUSALEM QUARTERLY,0334-4800
JORNAL ARQUITECTOS,0870-1504
JOURNAL DE LA RENAISSANCE,1630-4586
JOURNAL DES ANTHROPOLOGUES,1156-0428
JOURNAL FOR GEOMETRY AND GRAPHICS,1433-8157
JOURNAL FOR NATURE CONSERVATION,1617-1381
JOURNAL FOR THE SYSTEMIC INNOVATION OF EDUCATION,2211-0321
JOURNAL FUER ENTWICKLUNGSPOLITIK,0258-2384
JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY,0169-4243
JOURNAL OF ADVANCED TRANSPORTATION,0197-6729
JOURNAL OF AGRICULTURAL ENGINEERING,1974-7071
JOURNAL OF AIR TRANSPORT MANAGEMENT,0969-6997
JOURNAL OF AIR TRANSPORTATION,1544-6980
JOURNAL OF ALLOYS AND COMPOUNDS,0925-8388
JOURNAL OF APPLIED BIOMATERIALS & BIOMECHANICS,1722-6899
JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS,.
JOURNAL OF APPLIED ELECTROCHEMISTRY,0021-891X
JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403
JOURNAL OF ARCHAEOLOGICAL SCIENCE,1095-9238
JOURNAL OF ARCHITECTURAL CONSERVATION,1355-6207
JOURNAL OF ARCHITECTURAL EDUCATION,1046-4883
JOURNAL OF ARCHITECTURAL ENGINEERING,1076-0431
JOURNAL OF ARCHITECTURE,1466-4410
JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,1347-2852
JOURNAL OF BALKAN AND NEAR EASTERN STUDIES,1944-8953
JOURNAL OF BALTIC SCIENCE EDUCATION,1648-3898
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,2214-8043
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,2214-8051
JOURNAL OF BIOLOGICAL REGULATORS & HOMEOSTATIC AGENTS,0393-974X
JOURNAL OF BIOLOGICAL RESEARCH,1826-8838
JOURNAL OF BIOMECHANICS,0021-9290
JOURNAL OF BIOMECHANICS,1873-2380
JOURNAL OF BRIDGE ENGINEERING,1084-0702
JOURNAL OF BUILDING APPRAISAL,1742-8262
JOURNAL OF BUILDING PERFORMANCE SIMULATION,1940-1493
JOURNAL OF BUILDING PHYSICS,1744-2591
JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE,1934-7359
JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,1392-3730
JOURNAL OF CLEANER PRODUCTION,0959-6526
JOURNAL OF COMPARATIVE STUDIES IN ARCHITECTURE,1865-8806
JOURNAL OF COMPUTATIONAL PHYSICS,0021-9991
JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,0733-9364
JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH,0143-974X
JOURNAL OF CONTEMPORARY HISTORY,0022-0094
JOURNAL OF CORPORATE REAL ESTATE,1463-001X
JOURNAL OF CULTURAL HERITAGE,1296-2074
JOURNAL OF CULTURAL HERITAGE MANAGEMENT AND SUSTAINABLE DEVELOPMENT,2044-1266
JOURNAL OF DESIGN HISTORY,0952-4649
JOURNAL OF DESIGN RESEARCH,1748-3050
JOURNAL OF ELECTRON MICROSCOPY,0022-0744
JOURNAL OF ELECTRONIC IMAGING,1017-9909
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,0923-4748
JOURNAL OF ENVIRONMENTAL ASSESSMENT POLICY AND MANAGEMENT,1464-3332
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,0095-0696
JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797
JOURNAL OF ENVIRONMENTAL MANAGEMENT,1095-8630
JOURNAL OF ENVIRONMENTAL MONITORING,1464-0325
JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,0964-0568
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,0272-4944
JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,0265-931X
JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY B,2162-5263
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,0096-1523
JOURNAL OF FOREST ECONOMICS,1104-6899
JOURNAL OF FOREST RESEARCH,1341-6979
JOURNAL OF FORESTRY,0022-1201
JOURNAL OF FUTURES STUDIES,1027-6084
JOURNAL OF GEOGRAPHIC INFORMATION SYSTEM,2151-1950
JOURNAL OF GEOGRAPHICAL SYSTEMS,1435-5930
JOURNAL OF GEOGRAPHY AND REGIONAL PLANNING,2070-1845
JOURNAL OF GEOPHYSICS AND ENGINEERING,1742-2132
JOURNAL OF GREEN BUILDING,1552-6100
JOURNAL OF HAZARDOUS MATERIALS,0304-3894
JOURNAL OF HISTORICAL RESEARCH IN MARKETING,1755-750X
JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,1566-4910
JOURNAL OF HYDRAULIC RESEARCH,0022-1686
JOURNAL OF HYDROLOGY,0022-1694
JOURNAL OF INFORMATION ARCHITECTURE,1903-7260
JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,1874-4753
JOURNAL OF INTELLIGENT MANUFACTURING,0956-5515
JOURNAL OF INTERCULTURAL STUDIES,0725-6868
JOURNAL OF INTERIOR DESIGN,1071-7641
JOURNAL OF INTERNATIONAL DEVELOPMENT,0954-1748
JOURNAL OF INTERNET BANKING AND COMMERCE,1204-5357
JOURNAL OF LAND USE SCIENCE,1747-423X
JOURNAL OF LANDSCAPE ARCHITECTURE,1862-6033
JOURNAL OF LANDSCAPE STUDIES,1802-3649
JOURNAL OF LANDSCAPE STUDIES,1802-4416
JOURNAL OF LAPAROENDOSCOPIC & ADVANCED SURGICAL TECHNIQUES,1092-6429
JOURNAL OF LITERATURE AND ART STUDIES,2159-5836
JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,1741-038X
JOURNAL OF MAPS,1744-5647
JOURNAL OF MARINE AND ISLAND CULTURES,2212-6821
JOURNAL OF MATERIALS IN CIVIL ENGINEERING,0899-1561
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,0924-0136
JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY,1738-494X
JOURNAL OF MEDITERRANEAN ECOLOGY,1388-7904
JOURNAL OF NEUROSCIENCE METHODS,0165-0270
JOURNAL OF NEUROSCIENCE METHODS,1872-678X
JOURNAL OF NEUTRON RESEARCH,1023-8166
JOURNAL OF NEW MUSIC RESEARCH,0929-8215
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,1076-2752
JOURNAL OF OCCUPATIONAL HEALTH,1341-9145
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,0887-3828
JOURNAL OF PLACE MANAGEMENT AND DEVELOPMENT,1753-8335
JOURNAL OF PLANNING EDUCATION AND RESEARCH,0739-456X
JOURNAL OF PLANNING HISTORY,1538-5132
JOURNAL OF PLANNING LITERATURE,0885-4122
"JOURNAL OF POLICY RESEARCH IN TOURISM, LEISURE & EVENTS",1940-7963
JOURNAL OF PREVENTIVE MEDICINE AND HYGIENE,1121-2233
JOURNAL OF PROPERTY INVESTMENT AND FINANCE,1463-578X
JOURNAL OF PROSTHETIC DENTISTRY,0022-3913
JOURNAL OF PROTEOMICS,1874-3919
JOURNAL OF ROMAN ARCHAEOLOGY,1047-7594
JOURNAL OF SEISMOLOGY,1383-4649
JOURNAL OF SETTLEMENTS AND SPATIAL PLANNING,2069-3419
JOURNAL OF SOCIAL HOUSING,2036-5284
JOURNAL OF SOCIO-ECONOMICS,1053-5357
JOURNAL OF SOLAR ENERGY ENGINEERING,0199-6231
JOURNAL OF SOLID WASTE TECHNOLOGY AND MANAGEMENT,1088-1697
JOURNAL OF SOUTHEAST UNIVERSITY,1003-7985
JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,0022-4707
JOURNAL OF STROKE AND CEREBROVASCULAR DISEASES,1052-3057
JOURNAL OF STRUCTURAL ENGINEERING,0970-0137
JOURNAL OF TESTING AND EVALUATION,0090-3973
JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,0194-4363
JOURNAL OF THE KNOWLEDGE ECONOMY,1868-7865
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,0022-5096
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,0037-9808
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0075-4390
JOURNAL OF THERMAL INSULATION AND BUILDING ENVELOPES,1065-2744
JOURNAL OF TOWN & CITY MANAGEMENT,1756-9583
JOURNAL OF TRANSPORT AND LAND USE,1938-7849
JOURNAL OF TRANSPORT GEOGRAPHY,0966-6923
JOURNAL OF URBAN DESIGN,1357-4809
JOURNAL OF URBAN PLANNING AND DEVELOPMENT,0733-9488
JOURNAL OF URBAN REGENERATION AND RENEWAL,1752-9638
JOURNAL OF URBANISM,1754-9175
JULIET ART MAGAZINE,1122-2050
JULIET DESIGN MAGAZINE,2036-2773
KALOS. ARTE IN SICILIA,1827-8671
KENCHIKU TO TOSHI,0389-9160
KERMES,1122-3197
KLEARCHOS,1128-1898
KNOWLEDGE MANAGEMENT RESEARCH AND PRACTICE,1477-8238
"KNOWLEDGE, TECHNOLOGY, & POLICY",1946-4789
KNX JOURNAL,.
KONSEQUENZ,1722-0270
KOS,0393-2095
KRONOS,1591-2361
KRONOS,1724-2541
KUNSTCHRONIK,0023-5474
KWARTALNIK ARCHITEKTURY I URBANISTYKI,0023-5865
L' ARSENALE DELLE IDEE,.
L' ITALIA FORESTALE E MONTANA,2036-3494
L’ÉCOLE VALDÔTAINE,1826-7254
LA BIBLIOFILIA,0006-0941
LA CHIMICA E L'INDUSTRIA,0009-4315
LA COMUNICAZIONE,1590-864X
LA CRITICA SOCIOLOGICA,0011-1546
LA FRECCIA E IL CERCHIO,2037-5069
LA METALLURGIA ITALIANA,0026-0843
LA NUOVA CITTÀ,1128-1790
LA PAROLA DEL PASSATO,0031-2355
LA RIVISTA DELLE POLITICHE SOCIALI,1724-5389
LA RIVISTA DELL'URBANISTICA,.
LA RIVISTA DI ENGRAMMA,1826-901X
LA SOCIETÀ DEGLI INDIVIDUI,1590-7031
LA TERMOTECNICA,0040-3725
LA VALLE INTELVI. QUADERNO,.
LABOREST,1973-7688
L'ACQUA,1125-1255
L'ACROPOLI,1826-8870
L'ALPE,1129-1621
L'AMBIENTE,.
LAND USE POLICY,0264-8377
LANDSCAPE AND URBAN PLANNING,0169-2046
LANDSCAPE JOURNAL,0277-2426
LANDSCAPE RESEARCH,0142-6397
LANDSCAPE REVIEW,1173-3853
LANGMUIR,0743-7463
L'ARCA,0394-2147
L'ARCA INTERNATIONAL,1027-460X
L'ARCA PLUS,1127-0268
L'ARCHITECTURE D'AUJOURD'HUI,0003-8695
L'ARCHITETTO ITALIANO,1824-0526
L'ARCHITETTURA,0003-8830
L'ARCHITETTURA NATURALE,.
LATIUM,0393-6813
LE CARRÉ BLEU,0008-6878
LE CULTURE DELLA TECNICA,1128-2193
LE MONITEUR ARCHITECTURE,0998-4194
LE NUOVE FRONTIERE DELLA SCUOLA,2281-9681
LE STRADE,0373-2916
LE VISITEUR,1265-7034
LEARNING TECHNOLOGY,1438-0625
L'EDILIZIA,1593-3970
LEGGENDARIA,1825-523X
LEONARDO,1530-9282
LEONARDO ELECTRONIC ALMANAC,1071-4391
L'ERBAMUSICA,1122-9462
LES ANNALES DE LA RECHERCHE URBAINE,0180-930X
LES CAHIERS DE LA SÉCURITÉ INTÉRIEURE,1150-1634
LES CAHIERS D'ESPACES,0992-3950
LES CARNETS DU PAYSAGE,1296-0101
LES DOSSIERS D'ARCHÉOLOGIE,1141-7137
LETTERATURA & ARTE,1724-613X
LEVANT,0075-8914
LEXICON,.
LEXICON. STORIE E ARCHITETTURA IN SICILIA,1827-3416
LIBER ANNUUS,0081-8933
LIBRI E DOCUMENTI,0390-1009
L'IDOMENEO,2038-0313
LIEUX COMMUNS,1779-5885
LIGHTING RESEARCH & TECHNOLOGY,1477-1535
LIGURES,1824-7776
L'IMMAGINAZIONE,.
L'INDUSTRIA,0019-7416
L'INDUSTRIA DEI LATERIZI,1123-8208
L'INDUSTRIA DELLE COSTRUZIONI,0579-4900
L'INDUSTRIA ITALIANA DEI LATERIZI,0019-7610
LINEA GRAFICA,0024-3744
LINEE DEL DAU,.
L'INGEGNERE,.
L'INGEGNERE EDILIZIA AMBIENTE TERRITORIO,1826-0535
L'ITALIA FORESTALE E MONTANA,0021-2776
LIUTERIA MUSICA E CULTURA,1825-7054
LIVRAISONS D'HISTOIRE DE L'ARCHITECTURE,1627-4970
LO SQUADERNO,1973-9141
LO STRANIERO,2240-5658
LOCAL ECONOMY,0269-0942
LOCUS,1827-7772
LOG,1547-4690
LOGGIA,1136-758X
LONAARD,2045-8150
LOTUS,0002-0664
LOTUS INTERNATIONAL,1124-9064
LOTUS NAVIGATOR,1591-4291
LUCE,1120-3498
LUCE,1828-0560
LUCE E DESIGN,1722-7402
L'UFFICIO TECNICO,0394-8293
LUK,1824-1875
L'UNIVERSO,0042-0409
M TERRITORIO,2038-0690
M TERRITORIO,2038-0704
M@GM@,1721-9809
MACHINE VISION AND APPLICATIONS,0932-8092
MACRAMÈ,1971-6249
MAGALLAT GAMI AT AL-MALIK SAUD. AL-ʹULUM AL-HANDSIYYAT,1018-3639
MAJA,1023-0742
MANAGEMENT DELLE UTILITIES,1723-932X
MANAGEMENT OF ENVIRONMENTAL QUALITY,1477-7835
MANUTENZIONE. TECNICA E MANAGEMENT,1123-1084
MANZAR,2008-7446
MARINE BIODIVERSITY RECORDS,1755-2672
MARK,1574-6453
MARMORA,1824-6214
MARMORA,1826-8072
MATERIA,1121-0516
MATERIALES DE CONSTRUCCION,0465-2746
MATERIALES DE CONSTRUCCIÓN,1988-3226
MATERIALI E STRUTTURE,1121-2373
MATERIALI IN TEHNOLOGIJE,1580-2949
MATERIALS & DESIGN,0264-1275
MATERIALS AND CORROSION,0947-5117
MATERIALS AND CORROSION,1521-4176
MATERIALS AND STRUCTURES,1359-5997
MATERIALS AND STRUCTURES,1871-6873
MATERIALS CHEMISTRY AND PHYSICS,0254-0584
MATERIALS ENGINEERING,1120-7302
MATERIALS EVALUATION,0025-5327
MATERIALS PERFORMANCE,0094-1492
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,1387-3954
MATURITAS,0378-5122
MDIR. MONUMENTIDIROMA,1722-8840
MECCANICA DEI MATERIALI E DELLE STRUTTURE,2035-679X
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES,1537-6494
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES,1537-6532
MECHANICS OF COMPOSITE MATERIALS,0191-5665
MECHANICS RESEARCH COMMUNICATIONS,0093-6413
MEDIC. METODOLOGIA DIDATTICA E INNOVAZIONE CLINICA,1824-3991
MEDICEA,1974-7004
MEDICINA NEI SECOLI,0025-7877
MÉDIÉVALES,0751-2708
MEDIO AMBIENTE Y COMPORTAMIENTO HUMANO,1576-6462
MEDIOEVO,1125-6893
MEDITERRANEA,2039-1242
MEDITERRANEA. RICERCHE STORICHE,1824-3010
MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY,1108-9628
MEDITERRANEE REVUE GEOGRAPHIQUE DES PAYS MEDITERRANEENS,0025-8296
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ANTIQUITÉ,0223-5102
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1123-9891
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1724-2142
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1123-9883
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI,1826-1221
MEMORIE DESCRITTIVE DELLA CARTA GEOLOGICA D'ITALIA,0536-0242
MEMORIE STORICHE FOROGIULIESI,0392-1476
MEMORIE VALDARNESI,1122-3901
MERCATI E COMPETITIVITÀ,1826-7386
MERIDIANA,0394-4115
MERIDIONE. SUD E NORD NEL MONDO,1594-5472
MESTIERI D'ARTE & DESIGN,.
METAMORFOSI,1590-1394
METRONOMIE,1123-4679
METSZET,2061-2710
METU JOURNAL OF THE FACULTY OF ARCHITECTURE,0258-5316
MEZZOGIORNO EUROPA,1828-3071
"MICROGRAVITY, SCIENCE AND TECHNOLOGY",0938-0108
MICROSTORIA,1826-1485
MILLEPIANI/URBAN,.
MISCELLANEA STORICA DELLA VALDELSA,0026-5888
MITTEILUNGEN,1437-2703
MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ABTEILUNG KAIRO,0342-1279
MITTEILUNGEN DES KUNSTHISTORISCHES INSTITUTES FLORENZ,0342-1201
MJ. MANIFESTA JOURNAL,1572-5154
MODERN APPLIED SCIENCE,1913-1844
MODERN ITALY,1353-2944
MODERNISM MAGAZINE,1547-3775
MODO,0391-3635
MODO,1128-6636
MODULO,0390-1025
MONDOGIS,1128-8175
MONFERRATO ARTE E STORIA,2038-5838
MONOGRAPH.IT,2279-6886
MONTI E BOSCHI,1124-1454
MONUMENTAL,1168-4534
MONUMENTI E PAESAGGIO DELL'ABRUZZO,1824-6087
MOUNTAIN FORUM BULLETIN,1029-3760
MOUNTAIN RESEARCH AND DEVELOPMENT,0276-4741
MOVEMENT DISORDERS,0885-3185
MULTISCALE MODELING & SIMULATION,1540-3459
MULTIVERSO,1826-6010
MUNUS,2240-6948
MUQARNAS,0732-2992
MUSEOLOGIA,0392-5528
MUSEOLOGIA SCIENTIFICA,1123-265X
MUSEUM INTERNATIONAL,1350-0775
MUSICA/REALTA',2280-4242
NANOTECHNOLOGY,0957-4484
NAPOLI NOBILISSIMA,0027-7835
NATURA,0369-6243
NATURAL HAZARDS,0921-030X
NATURAL HAZARDS,1573-0840
NATURAL HAZARDS REVIEW,1527-6988
NATURE + CULTURE,1558-6073
NAUTECH,1825-6155
NAUTICA,0392-369X
NDT & E INTERNATIONAL,0963-8695
NEAR SURFACE GEOPHYSICS,1569-4445
NEMETON,.
NEO EUBIOS,1825-5515
NERO MAGAZINE,2037-1160
NESHAN,1735-0824
NETWORK IN PROGRESS,2281-1176
NEUROIMAGE,1053-8119
NEUROLOGICAL SCIENCES,1590-1874
NEUROSURGERY,0148-396X
NEW REVIEW OF INFORMATION NETWORKING,1361-4576
NEWS IN CONSERVATION,1995-2635
NEXUS NETWORK JOURNAL,1522-4600
NEXUS NETWORK JOURNAL,1590-5896
NIHON KENCHIKU GAKKAI KEIKAKU-KEI ROMBUNSHŪ,1340-4210
NÓEMA,2239-5474
NOISE CONTROL ENGINEERING JOURNAL,0736-2501
NOTE. CENTRO CHARLES PÉGUY,1122-0414
NOTIZIARIO DEI METODI ANALITICI,1125-2464
NOTIZIARIO DELLA SOPRINTENDENZA PER I BENI ARCHEOLOGICI DELLA TOSCANA,2035-5297
NOTIZIARIO DELL'ARCHIVIO OSVALDO PIACENTINI,.
NOTIZIARIO DI ARCHEOLOGIA MEDIEVALE,0393-7402
NOTIZIE DA PALAZZO ALBANI,0391-4364
NOTIZIE DI POLITEIA,1128-2401
NOTIZIE DI STORIA,1590-427X
NOVINKY ZEMEMERICKÉ KNIHOVNY,.
NUMERICAL ALGORITHMS,1017-1398
NUMISMATICA E ANTICHITÀ CLASSICHE,1420-1739
NUNCIUS,0394-7394
NUOVA ANTOLOGIA,0029-6147
NUOVA INFORMAZIONE BIBLIOGRAFICA,1824-0771
NUOVA MUSEOLOGIA,1828-1591
"NUOVA RASSEGNA DI LEGISLAZIONE, DOTTRINA E GIURISPRUDENZA",0392-7059
NUOVA RIVISTA STORICA,0029-6236
NUOVI STUDI,1125-3894
OASE,0169-6238
OCCASIONAL PAPER - IUFRO,1024-414X
OCCUPATIONAL ERGONOMICS,1359-9364
OCEAN & COASTAL MANAGEMENT,0964-5691
OCNUS,1122-6315
OCULA,1724-7810
OF ARCH,1827-6547
OLTRECORRENTE,1722-2192
ON DISEÑO,1695-2308
ON THE W@TERFRONT,1139-7365
ON-SITE,0702-5459
OP CIT,1526-5323
OP. CIT.,0030-3305
OP. CIT: UMA REVISTA DE ESTUDOS ANGLO-AMERICANOS,0874-1409
OPD RESTAURO,1120-2513
OPEN,1570-4181
OPERATIONAL RESEARCH,1109-2858
OPTIONS MEDITERRANEENNES,0025-8261
OPTIONS MÉDITERRANÉENNES. SÉRIE A: SÉMINAIRES MÉDITERRANÉENS,1016-121X
OPUS,.
OPUS INCERTUM,2035-9217
OPUS. RIVISTA INTERNAZIONALE PER LA STORIA ECONOMICA E SOCIALE DELL'ANTICHITÀ,0392-4645
ORGANON,0078-6500
ORIENTALIA CHRISTIANA PERIODICA,0030-5375
ORIS,1331-7571
ORIZZONTI,1591-2787
OTTAGONO,0391-7487
OXFORD JOURNAL OF ARCHAEOLOGY,0262-5253
PACKAGING TECHNOLOGY AND SCIENCE,0894-3214
PAD,1972-7887
PAESAGGI / LANDSCAPES,1973-6444
PAESAGGIO URBANO,1120-3544
PAISEA,1887-2557
PAISEADOS,1889-4992
PALEOKASTRO,1721-2324
PALLADIO,0031-0379
PAPELES DE RELACIONES ECOSOCIALES Y CAMBIO GLOBAL,1888-0576
PARAGONE. ARTE,1120-4737
PARAMETRO,0031-1731
PARATESTO,1824-6249
PARCHI,1127-7300
PARMA NELL'ARTE,0391-7622
PAROL,1126-7224
PAROLECHIAVE,1122-5300
PARSONS JOURNAL FOR INFORMATION MAPPING,2372-1197
PARTECIPAZIONE E CONFLITTO,1972-7623
PASAJES DE ARQUITECTURA Y CRÍTICA,1575-1937
PASSAGGI,1121-3329
PASSAGGI,1826-5219
PATRIMOINE DE L'INDUSTRIE,1296-7750
PATRIMOINE ET ARCHITECTURE,1420-7095
PATRIMONIO INDUSTRIALE,2037-2353
PAYSAGE,.
PEDAGOGIA PIÙ DIDATTICA,1973-7181
PEGASUS,1436-3461
PERCEPTION,0301-0066
PERCEPTUAL AND MOTOR SKILLS,0031-5125
PERIODICA POLYTECHNICA. CIVIL ENGINEERING,0553-6626
PERIODICO DELLA SOCIETÀ STORICA COMENSE,1120-1215
PERIODICO DI MINERALOGIA,0369-8963
PERSONAL AND UBIQUITOUS COMPUTING,1617-4909
PERSPECTA,0079-0958
PERSPECTIVE,1777-7852
PESARO CITTA' E CONTA',1590-7090
PHALARIS,.
PHARMACOLOGYONLINE,1827-8620
PHD KORE REVIEW,2039-5434
PHOTO INTERPRÉTATION EUROPEAN JOURNAL OF APPPLIED REMOTE SENSING,2105-665X
"PHOTOGRAMMETRIE, FERNERKUNDUNG, GEOINFORMATION",1432-8364
PHYSICA. A,0378-4371
"PHYSICAL REVIEW E, STATISTICAL, NONLINEAR, AND SOFT MATTER PHYSICS",1539-3755
PHYSICS PROCEDIA,1875-3892
"PHYSIS, RIVISTA INTERNAZIONALE DI STORIA DELLA SCIENZA",0031-9414
PIANO PROGETTO CITTÀ,2037-6820
PIANURA,1722-5493
PIERRE ACTUAL,1628-9595
PIETRA SU PIETRA,.
PIRANESI,1318-007X
PIXEL,0392-8217
PLACE PUBLIQUE,1955-6020
PLACES,0731-0455
PLANNING PERSPECTIVES,0266-5433
PLANNING PERSPECTIVES,1466-4518
PLANNING PRACTICE AND RESEARCH,0269-7459
PLANNING THEORY,1473-0952
PLANNING THEORY & PRACTICE,1464-9357
PLANT BIOSYSTEMS,1126-3504
PLANUM,1723-0993
PLANUNGSRUNDSCHAU,1617-7037
PLURIMONDI,1129-4469
POLIS,1514-6464
POLIS,1825-8980
"POLIS, IDEE E CULTURA NELLE CITTÀ",1594-7165
POLITECNICO,1120-8902
POLITICHE PIEMONTE,2279-5030
POLITTICO,1594-1663
PONTE,1129-3918
PORTI DI MAGNIN,1723-6762
PORTOLANO ADRIATICO,.
PORTUS,1825-9561
PORTUS,2282-5789
PORTUS PLUS,2039-6422
PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP,1518-9554
POSITIONS,1876-6390
POUVOIRS LOCAUX,0998-8289
PREDELLA,1827-8655
PRESENZA TECNICA IN EDILIZIA,2036-9042
PRINT,0032-8510
PRINT QUARTERLY,0265-8305
PRISMA,0393-9049
PROCEDIA COMPUTER SCIENCE,1877-0509
PROCEDIA ENGINEERING,1877-7058
PROCEDIA: SOCIAL & BEHAVIORAL SCIENCES,1877-0428
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS. ENGINEERING HISTORY AND HERITAGE,1757-9430
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS. ENGINEERING SUSTAINABILITY,1478-4629
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS. URBAN DESIGN AND PLANNING,1755-0793
"PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS. PART G, JOURNAL OF AEROSPACE ENGINEERING",0954-4100
PRODUCT,1676-4056
PROGETTARE,1125-1549
PROGETTARE,1594-8137
PROGETTARE PER LA SANITÀ,1720-6642
PROGETTAZIONE SISMICA,1973-7432
PROGETTI,1724-4897
PROGETTI E CONCORSI DI EDILIZIA E TERRITORIO,1828-5007
PROGETTI. ANCONA,.
PROGETTO COLORE,1825-1196
PROGETTO GRAFICO,1824-1301
PROGETTO RESTAURO,1974-7799
PROGRESS IN ORGANIC COATINGS,0300-9440
PROGRESS IN PHOTOVOLTAICS,1062-7995
PROGRESS IN PLANNING,0305-9006
PROGRESS IN STRUCTURAL ENGINEERING AND MATERIALS,1365-0556
PROGRESSIVE PLANNING,1559-9736
PROJECT MANAGEMENT JOURNAL,8756-9728
PROJETS DE PAYSAGE,1969-6124
PROMETEO,0394-1639
PROPOSTE E RICERCHE,0392-1794
PROSPETTIVA,0394-0802
PSICHE,1721-0372
PSYCHNOLOGY,1720-7525
PSYECOLOGY,2171-1976
PSYKOANALYTISK TID/SKRIFT,1650-7398
PUBLICATIONS DE L'ASSOCIATION INTERNATIONALE DE CLIMATOLOGIE,1140-0307
QA,1971-4017
QA,2035-5890
QA. LA QUESTIONE AGRARIA,1593-8441
QCR. QUADERNI DEL CIRCOLO ROSSELLI,1123-9700
QU.DI.PRO.AA.,.
QUADERNI - CENTRO DI RICERCHE STORICHE ROVIGNO,0350-6746
QUADERNI ACP,2039-1374
QUADERNI DEL CIVICO MUSEO ARCHEOLOGICO E DEL CIVICO GABINETTO NUMISMATICO DI MILANO,1827-0867
QUADERNI DEL DIPARTIMENTO DI GEOGRAFIA. UNIVERSITÀ DI PADOVA,1120-9682
QUADERNI DEL DIPARTIMENTO PATRIMONIO ARCHITETTONICO E URBANISTICO,1121-0745
QUADERNI DEL PREMIO LETTERARIO GIUSEPPE ACERBI,.
QUADERNI DELL’ISTITUTO DI STORIA DELL’ARCHITETTURA,0485-4152
QUADERNI DELLA CASA ROMENA DI VENEZIA,1583-9397
QUADERNI DELLA RI-VISTA,1824-3541
QUADERNI DELLA SCUOLA DI ARCHIVISTICA PALEOGRAFIA E DIPLOMATICA,1828-8634
QUADERNI DELLA SOPRINTENDENZA ARCHEOLOGICA DEL PIEMONTE,0394-0160
